
Data;Hora(UTC);TempIns.(C);TempMax(C);TemMin(C);UmiIns(%);UmiMax(%);UmiMin(%);PtoOrvalhoIns(C);PtoOrvalhoMax(C);PtoOrvalhoMin(C);PressaoIns(hPa);PressaoMax(hPa);PressaoMin(hPa);VelVento(m/s);DirVento(m/s);RajVento(m/s);Radiacao(KJ/m²);Chuva(mm);
08/01/2019;1000;23,7;23,8;23,2;62,0;65,0;61,0;15,9;16,3;15,9;973,2;973,3;972,8;2,9;145,0;6,1;246,45;0,0;
08/01/2019;1100;24,6;25,0;23,6;60,0;62,0;59,0;16,3;16,6;15,9;973,4;973,4;973,0;4,0;140,0;7,6;804,72;0,0;
08/01/2019;1200;25,7;25,7;24,5;56,0;60,0;56,0;16,3;16,5;16,2;973,5;973,6;973,3;4,4;127,0;8,0;919,00;0,0;
08/01/2019;1300;26,7;27,2;25,5;51,0;57,0;50,0;15,7;16,5;15,7;973,4;973,5;973,4;4,9;123,0;8,9;1459,59;0,0;
08/01/2019;1400;27,9;29,0;26,6;47,0;51,0;45,0;15,4;16,1;15,2;972,7;973,4;972,6;5,0;131,0;10,0;2073,83;0,0;
08/01/2019;1500;28,6;29,5;27,6;44,0;47,0;43,0;15,0;15,9;15,0;971,9;972,7;971,9;4,3;130,0;9,6;1575,06;0,0;
08/01/2019;1600;30,4;30,8;28,5;38,0;44,0;38,0;14,4;15,4;14,4;971,3;972,0;971,2;4,8;127,0;8,4;1862,69;0,0;
08/01/2019;1700;30,7;31,4;29,7;38,0;40,0;35,0;14,7;15,0;13,8;970,2;971,3;970,2;4,2;123,0;8,1;1545,49;0,0;
08/01/2019;1800;31,7;32,1;29,9;32,0;38,0;32,0;13,2;14,5;12,9;969,4;970,2;969,4;4,7;110,0;8,6;1323,46;0,0;
08/01/2019;1900;31,8;32,7;31,3;32,0;33,0;31,0;12,9;13,7;12,7;969,1;969,5;969,1;4,8;104,0;8,7;1608,87;0,0;
08/01/2019;2000;31,2;32,2;31,0;33,0;33,0;31,0;13,1;13,3;12,8;969,1;969,2;968,9;4,6;106,0;9,0;940,29;0,0;
08/01/2019;2100;30,1;31,2;30,1;36,0;36,0;33,0;13,6;13,6;13,0;969,3;969,4;969,0;3,9;116,0;8,5;358,18;0,0;
08/01/2019;2200;29,3;30,1;29,3;40,0;40,0;36,0;14,1;14,2;13,6;969,6;969,6;969,3;2,0;116,0;8,1;0,32;0,0;
08/01/2019;2300;28,8;29,3;28,8;39,0;40,0;39,0;13,5;14,1;13,5;970,1;970,1;969,6;3,0;130,0;5,0;;0,0;
09/01/2019;0000;28,1;28,8;28,1;40,0;41,0;39,0;13,4;13,8;13,4;970,7;970,7;970,1;2,8;123,0;4,8;;0,0;
09/01/2019;0100;27,6;28,1;27,6;43,0;43,0;40,0;14,0;14,0;13,4;971,0;971,1;970,7;2,0;126,0;4,5;;0,0;
09/01/2019;0200;27,0;27,7;27,0;46,0;46,0;43,0;14,3;14,3;13,9;970,8;971,0;970,8;2,9;129,0;5,3;;0,0;
09/01/2019;0300;26,2;27,0;26,2;50,0;50,0;46,0;15,0;15,0;14,3;970,5;970,8;970,5;4,4;124,0;8,2;;0,0;
09/01/2019;0400;25,4;26,2;25,4;55,0;55,0;50,0;15,6;15,6;15,0;970,3;970,6;970,3;3,8;131,0;8,2;;0,0;
09/01/2019;0500;25,0;25,4;25,0;57,0;57,0;55,0;16,0;16,0;15,6;970,4;970,4;970,2;3,3;119,0;6,8;;0,0;
09/01/2019;0600;24,3;25,0;24,3;61,0;61,0;57,0;16,2;16,2;16,0;970,3;970,4;970,2;3,0;119,0;7,2;;0,0;
09/01/2019;0700;23,6;24,3;23,6;63,0;63,0;61,0;16,2;16,3;16,2;970,3;970,3;970,2;3,5;130,0;7,2;;0,0;
09/01/2019;0800;23,0;23,6;23,0;66,0;66,0;63,0;16,4;16,4;16,2;970,9;970,9;970,3;4,8;125,0;8,3;;0,0;
09/01/2019;0900;22,8;23,0;22,8;68,0;68,0;66,0;16,6;16,6;16,4;971,9;971,9;970,9;3,6;130,0;8,3;11,14;0,0;
09/01/2019;1000;23,1;23,4;22,8;67,0;68,0;66,0;16,7;16,8;16,6;972,4;972,4;971,9;4,7;132,0;7,8;302,65;0,0;
09/01/2019;1100;24,5;24,6;23,1;61,0;67,0;60,0;16,4;17,1;16,2;972,4;972,6;972,3;5,4;130,0;8,1;888,24;0,0;
09/01/2019;1200;26,1;26,3;24,4;54,0;61,0;54,0;16,2;16,6;15,7;972,4;972,6;972,4;5,3;129,0;9,3;1668,70;0,0;
09/01/2019;1300;27,3;28,2;26,1;48,0;54,0;45,0;15,4;16,2;14,8;972,0;972,5;972,0;4,7;128,0;9,1;1906,88;0,0;
09/01/2019;1400;29,8;30,1;27,3;40,0;48,0;39,0;14,7;15,7;14,2;971,3;972,0;971,3;4,5;108,0;9,5;2624,17;0,0;
09/01/2019;1500;30,3;30,4;28,4;38,0;42,0;38,0;14,5;14,9;14,0;970,5;971,3;970,5;4,2;116,0;9,3;2107,02;0,0;
09/01/2019;1600;31,6;31,6;29,6;34,0;39,0;34,0;14,0;14,5;13,7;969,5;970,5;969,5;3,3;122,0;8,9;2118,22;0,0;
09/01/2019;1700;32,1;32,9;31,1;32,0;35,0;31,0;13,2;14,2;13,0;968,7;969,5;968,6;4,6;107,0;8,0;2017,59;0,0;
09/01/2019;1800;32,7;33,4;31,6;30,0;32,0;30,0;13,0;13,7;12,5;968,0;968,7;968,0;3,6;138,0;8,3;1934,54;0,0;
09/01/2019;1900;33,0;33,2;32,2;30,0;31,0;30,0;13,1;13,5;12,8;967,3;968,0;967,3;3,6;133,0;7,8;1314,21;0,0;
09/01/2019;2000;32,8;33,4;32,2;30,0;31,0;29,0;13,1;13,2;12,6;966,9;967,3;966,9;3,3;114,0;6,8;811,98;0,0;
09/01/2019;2100;31,8;32,8;31,8;32,0;32,0;30,0;12,9;13,1;12,8;967,1;967,1;966,8;2,5;127,0;6,8;177,16;0,0;
09/01/2019;2200;31,3;31,8;31,3;34,0;34,0;32,0;13,4;13,4;12,9;967,6;967,6;967,1;2,3;133,0;5,3;;0,0;
09/01/2019;2300;31,3;31,4;31,2;33,0;34,0;33,0;13,1;13,6;13,0;968,4;968,4;967,6;2,7;158,0;5,1;;0,0;
10/01/2019;0000;30,8;31,3;30,8;34,0;34,0;33,0;13,0;13,1;12,8;969,0;969,0;968,4;2,7;137,0;7,2;;0,0;
10/01/2019;0100;29,8;30,8;29,8;40,0;40,0;34,0;14,9;14,9;12,9;969,4;969,4;969,0;3,4;124,0;7,1;;0,0;
10/01/2019;0200;28,9;29,8;28,9;46,0;46,0;40,0;16,0;16,0;14,9;969,6;969,7;969,4;4,6;129,0;8,9;;0,0;
10/01/2019;0300;27,6;28,9;27,6;55,0;55,0;46,0;17,8;17,8;16,0;969,9;969,9;969,6;5,6;116,0;10,8;;0,0;
10/01/2019;0400;26,6;27,6;26,6;60,0;60,0;55,0;18,1;18,1;17,8;969,8;970,0;969,8;4,8;121,0;11,0;;0,0;
10/01/2019;0500;26,1;26,6;26,1;61,0;62,0;60,0;18,1;18,2;18,1;969,8;969,9;969,7;4,2;121,0;8,5;;0,0;
10/01/2019;0600;25,7;26,2;25,7;63,0;63,0;61,0;18,1;18,2;18,0;969,7;969,9;969,7;3,6;113,0;7,9;;0,0;
10/01/2019;0700;25,5;25,8;25,5;56,0;63,0;56,0;16,2;18,1;16,2;969,7;969,8;969,7;4,8;103,0;8,9;;0,0;
10/01/2019;0800;24,8;25,5;24,8;60,0;60,0;56,0;16,5;16,6;15,9;970,3;970,3;969,5;4,2;117,0;9,4;;0,0;
10/01/2019;0900;24,5;24,8;24,5;62,0;62,0;60,0;16,9;16,9;16,5;971,3;971,3;970,3;3,8;116,0;8,7;6,92;0,0;
10/01/2019;1000;24,6;24,6;24,4;63,0;64,0;62,0;17,2;17,2;16,9;972,0;972,0;971,3;3,4;120,0;6,1;163,55;0,0;
10/01/2019;1100;25,3;25,4;24,6;61,0;63,0;61,0;17,2;17,4;17,1;972,2;972,2;972,0;3,1;109,0;6,8;479,71;0,0;
10/01/2019;1200;26,7;26,7;25,2;55,0;61,0;55,0;16,7;17,4;16,7;972,5;972,5;972,2;3,7;111,0;7,7;830,40;0,0;
10/01/2019;1300;27,1;27,4;26,3;52,0;55,0;51,0;16,3;16,9;16,2;972,4;972,6;972,4;3,7;117,0;7,7;888,25;0,0;
10/01/2019;1400;28,2;28,7;27,1;48,0;52,0;47,0;16,2;16,6;16,0;971,9;972,4;971,9;4,0;127,0;7,5;1281,36;0,0;
10/01/2019;1500;29,7;30,3;28,2;39,0;48,0;39,0;14,4;16,4;14,4;971,2;972,0;971,2;4,2;122,0;9,5;1888,74;0,0;
10/01/2019;1600;31,9;31,9;29,7;33,0;40,0;33,0;13,5;15,1;13,3;970,3;971,2;970,3;4,0;129,0;9,3;2200,41;0,0;
10/01/2019;1700;31,3;31,9;30,4;33,0;36,0;33,0;13,2;14,0;13,0;969,3;970,3;969,3;3,0;126,0;7,8;1451,58;0,0;
10/01/2019;1800;31,5;31,9;31,0;33,0;34,0;32,0;13,0;13,5;12,9;968,5;969,4;968,5;3,0;148,0;6,5;935,88;0,0;
10/01/2019;1900;32,1;32,3;31,3;32,0;33,0;31,0;13,1;13,4;12,9;968,0;968,5;968,0;2,6;89,0;5,8;791,91;0,0;
10/01/2019;2000;32,1;32,7;31,9;31,0;32,0;31,0;13,0;13,5;12,6;967,8;968,0;967,8;2,6;76,0;4,8;779,34;0,0;
10/01/2019;2100;31,4;32,1;31,4;31,0;32,0;31,0;12,4;13,0;12,4;968,0;968,1;967,8;2,3;71,0;5,4;172,71;0,0;
10/01/2019;2200;30,5;31,4;30,5;33,0;33,0;31,0;12,2;12,4;11,9;968,6;968,7;968,0;2,4;30,0;4,6;;0,0;
10/01/2019;2300;29,7;30,5;29,7;35,0;35,0;33,0;12,8;12,8;12,3;969,0;969,0;968,6;2,9;57,0;4,8;;0,0;
11/01/2019;0000;29,3;29,7;29,3;37,0;37,0;35,0;13,1;13,1;12,8;969,4;969,4;969,0;1,5;81,0;4,8;;0,0;
11/01/2019;0100;28,7;29,3;28,7;40,0;40,0;37,0;13,7;13,7;13,1;970,0;970,0;969,4;2,0;99,0;4,1;;0,0;
11/01/2019;0200;28,5;28,7;28,5;41,0;41,0;40,0;14,0;14,0;13,7;970,3;970,3;970,0;2,5;102,0;5,1;;0,0;
11/01/2019;0300;27,9;28,5;27,9;44,0;44,0;41,0;14,5;14,5;14,0;970,3;970,4;970,3;3,8;115,0;8,0;;0,0;
11/01/2019;0400;27,0;27,9;27,0;46,0;46,0;44,0;14,3;14,5;14,1;970,3;970,4;970,2;4,5;112,0;9,4;;0,0;
11/01/2019;0500;26,0;27,0;26,0;50,0;50,0;46,0;14,8;14,8;14,3;970,3;970,4;970,3;4,4;116,0;9,6;;0,0;
11/01/2019;0600;25,2;26,0;25,2;54,0;54,0;50,0;15,2;15,3;14,7;970,5;970,6;970,3;3,9;126,0;8,3;;0,0;
11/01/2019;0700;24,5;25,2;24,5;56,0;56,0;54,0;15,0;15,2;15,0;970,7;970,7;970,4;4,5;130,0;7,2;;0,0;
11/01/2019;0800;23,7;24,5;23,7;62,0;62,0;56,0;16,0;16,0;15,0;971,7;971,7;970,7;4,5;135,0;8,0;;0,0;
11/01/2019;0900;23,2;23,7;23,2;67,0;67,0;62,0;16,6;16,7;16,0;972,5;972,5;971,6;4,0;136,0;8,5;21,79;0,0;
11/01/2019;1000;23,9;23,9;23,1;64,0;67,0;64,0;16,7;16,8;16,6;973,2;973,3;972,5;3,9;125,0;7,5;235,22;0,0;
11/01/2019;1100;25,9;25,9;23,9;54,0;64,0;54,0;16,0;16,8;15,6;973,6;973,7;973,2;5,4;125,0;9,3;804,20;0,0;
11/01/2019;1200;26,9;27,3;25,4;49,0;54,0;49,0;15,4;16,0;15,2;973,8;973,9;973,6;5,3;138,0;9,2;1429,10;0,0;
11/01/2019;1300;29,0;29,0;26,4;41,0;50,0;41,0;14,5;15,5;14,1;973,5;973,9;973,4;4,6;129,0;8,8;1827,46;0,0;
11/01/2019;1400;29,9;30,7;28,9;37,0;41,0;37,0;13,7;14,6;13,6;972,8;973,5;972,7;4,6;132,0;9,6;2384,92;0,0;
11/01/2019;1500;30,7;32,2;29,5;33,0;37,0;32,0;12,7;13,8;12,7;971,8;972,8;971,8;4,2;125,0;9,9;2672,69;0,0;
11/01/2019;1600;33,1;33,5;30,7;30,0;34,0;28,0;13,0;13,3;12,0;970,5;971,8;970,5;3,2;131,0;8,6;2794,57;0,0;
11/01/2019;1700;33,6;34,2;32,2;27,0;30,0;26,0;12,3;12,9;11,3;969,6;970,5;969,6;3,8;98,0;8,6;2218,58;0,0;
11/01/2019;1800;33,6;34,2;32,7;27,0;28,0;26,0;11,8;12,5;11,6;968,7;969,6;968,7;3,7;132,0;7,8;1604,43;0,0;
11/01/2019;1900;33,3;34,1;32,9;27,0;27,0;25,0;11,7;12,1;11,3;968,2;968,7;968,2;4,6;142,0;7,8;1141,64;0,0;
11/01/2019;2000;32,7;33,8;32,7;28,0;28,0;26,0;11,8;12,1;11,5;968,2;968,3;968,1;4,3;149,0;8,5;677,91;0,0;
11/01/2019;2100;31,8;32,7;31,7;32,0;32,0;28,0;12,8;12,8;11,7;968,5;968,6;968,2;4,0;167,0;8,8;114,78;0,0;
11/01/2019;2200;31,5;31,9;31,5;31,0;32,0;30,0;12,3;12,9;12,1;969,0;969,0;968,5;3,4;141,0;6,9;3,14;0,0;
11/01/2019;2300;31,1;31,5;31,1;32,0;32,0;31,0;12,2;12,4;12,2;969,4;969,4;969,0;3,0;140,0;6,5;;0,0;
12/01/2019;0000;30,6;31,1;30,6;32,0;32,0;32,0;12,3;12,3;12,1;969,8;969,8;969,4;2,6;142,0;5,0;;0,0;
12/01/2019;0100;30,0;30,6;29,9;34,0;34,0;32,0;12,2;12,5;12,2;970,2;970,2;969,8;1,6;142,0;4,5;;0,0;
12/01/2019;0200;29,2;30,0;29,2;37,0;37,0;33,0;12,9;13,1;12,1;970,5;970,5;970,2;3,2;134,0;5,8;;0,0;
12/01/2019;0300;28,2;29,2;28,1;42,0;42,0;37,0;13,9;13,9;12,9;970,7;970,7;970,5;2,6;114,0;5,5;;0,0;
12/01/2019;0400;27,0;28,2;27,0;52,0;52,0;42,0;16,3;16,3;14,0;970,4;970,7;970,3;4,6;115,0;7,8;;0,0;
12/01/2019;0500;26,1;27,0;26,1;55,0;55,0;52,0;16,5;16,5;16,3;970,5;970,5;970,4;2,8;124,0;7,8;;0,0;
12/01/2019;0600;25,4;26,1;25,4;55,0;56,0;54,0;15,6;16,6;15,6;970,4;970,5;970,3;3,9;123,0;6,6;;0,0;
12/01/2019;0700;24,7;25,4;24,7;55,0;55,0;53,0;15,0;15,6;14,9;970,6;970,6;970,3;2,8;131,0;6,6;;0,0;
12/01/2019;0800;24,2;24,7;24,2;58,0;58,0;55,0;15,5;15,5;15,0;971,1;971,1;970,5;2,0;125,0;4,8;;0,0;
12/01/2019;0900;23,7;24,2;23,6;64,0;64,0;58,0;16,4;16,4;15,5;971,7;971,7;971,1;3,1;128,0;6,5;20,45;0,0;
12/01/2019;1000;24,2;24,4;23,7;64,0;64,0;62,0;17,0;17,0;16,3;972,6;972,6;971,7;4,4;134,0;7,9;409,23;0,0;
12/01/2019;1100;25,8;25,8;24,2;57,0;64,0;57,0;16,7;17,1;16,5;973,0;973,0;972,6;5,2;128,0;9,4;800,42;0,0;
12/01/2019;1200;26,7;28,0;25,6;53,0;58,0;50,0;16,4;17,2;16,0;973,2;973,2;973,0;3,4;129,0;8,6;1678,12;0,0;
12/01/2019;1300;28,3;28,5;26,6;48,0;53,0;47,0;16,1;16,9;16,1;973,0;973,3;973,0;4,8;137,0;8,2;1765,57;0,0;
12/01/2019;1400;29,6;30,6;27,8;42,0;49,0;40,0;15,4;16,6;14,9;972,3;973,0;972,3;5,1;129,0;8,5;2427,69;0,0;
12/01/2019;1500;32,6;32,7;29,7;33,0;42,0;33,0;14,5;15,7;14,2;971,2;972,3;971,2;4,6;119,0;8,9;2750,06;0,0;
12/01/2019;1600;32,3;33,4;31,4;33,0;35,0;32,0;13,8;14,6;13,6;970,0;971,2;970,0;4,4;139,0;9,8;2605,68;0,0;
12/01/2019;1700;33,4;34,0;32,0;30,0;33,0;29,0;13,5;14,3;13,1;969,1;970,0;969,1;4,0;149,0;8,0;2289,57;0,0;
12/01/2019;1800;34,6;34,7;32,8;26,0;31,0;26,0;12,1;13,8;12,0;968,4;969,1;968,3;3,3;138,0;8,6;1744,96;0,0;
12/01/2019;1900;34,6;35,0;33,8;25,0;27,0;24,0;11,9;12,4;10,8;967,9;968,4;967,9;3,5;126,0;7,1;1416,95;0,0;
12/01/2019;2000;34,5;35,1;33,7;25,0;25,0;23,0;11,4;11,7;10,3;968,0;968,0;967,9;4,0;112,0;7,9;853,57;0,0;
12/01/2019;2100;33,3;34,6;33,3;26,0;26,0;24,0;11,4;11,6;11,0;968,2;968,2;968,0;3,0;125,0;8,3;228,01;0,0;
12/01/2019;2200;32,3;33,3;32,3;29,0;29,0;26,0;12,0;12,1;11,2;968,9;968,9;968,2;3,0;127,0;6,5;2,06;0,0;
12/01/2019;2300;31,4;32,3;31,4;30,0;30,0;28,0;11,5;12,0;11,4;969,6;969,7;968,9;2,5;129,0;5,1;;0,0;
13/01/2019;0000;30,9;31,4;30,9;30,0;30,0;30,0;11,2;11,6;11,2;970,1;970,1;969,6;2,8;128,0;6,5;;0,0;
13/01/2019;0100;29,8;30,9;29,8;32,0;32,0;30,0;11,5;11,5;11,1;970,4;970,5;970,1;2,6;135,0;5,7;;0,0;
13/01/2019;0200;28,6;29,8;28,6;37,0;37,0;32,0;12,4;12,4;11,5;970,7;970,8;970,4;5,5;124,0;9,2;;0,0;
13/01/2019;0300;27,5;28,6;27,5;50,0;50,0;37,0;16,2;16,2;12,4;970,9;970,9;970,7;4,5;117,0;10,6;;0,0;
13/01/2019;0400;26,6;27,5;26,6;53,0;53,0;50,0;16,3;16,4;16,3;970,7;971,0;970,7;4,0;118,0;8,5;;0,0;
13/01/2019;0500;26,1;26,6;26,0;55,0;56,0;53,0;16,4;16,6;16,3;970,2;970,7;970,2;2,8;139,0;7,1;;0,0;
13/01/2019;0600;25,3;26,1;25,3;56,0;56,0;55,0;15,8;16,4;15,7;970,2;970,2;970,0;3,2;142,0;7,8;;0,0;
13/01/2019;0700;24,6;25,3;24,6;56,0;57,0;56,0;15,4;15,8;15,2;970,3;970,4;970,2;2,9;125,0;6,0;;0,0;
13/01/2019;0800;24,0;24,6;24,0;58,0;58,0;56,0;15,2;15,6;15,2;970,9;970,9;970,2;2,2;112,0;5,2;;0,0;
13/01/2019;0900;23,7;24,0;23,7;60,0;60,0;58,0;15,5;15,6;15,1;971,3;971,3;970,9;3,8;131,0;6,8;11,84;0,0;
13/01/2019;1000;24,5;24,6;23,6;60,0;61,0;59,0;16,2;16,2;15,5;972,3;972,3;971,3;4,4;112,0;8,4;376,37;0,0;
13/01/2019;1100;25,9;25,9;24,4;52,0;60,0;52,0;15,4;16,6;15,4;972,7;972,7;972,2;4,9;116,0;9,7;1036,05;0,0;
13/01/2019;1200;27,0;27,1;25,5;48,0;52,0;46,0;15,0;15,1;14,1;972,9;973,0;972,7;6,0;117,0;11,3;1771,26;0,0;
13/01/2019;1300;27,6;28,1;26,3;46,0;50,0;45,0;15,0;15,5;14,8;972,9;973,0;972,8;5,5;123,0;10,0;1819,29;0,0;
13/01/2019;1400;28,5;29,5;27,1;42,0;47,0;41,0;14,5;15,1;14,4;972,2;972,9;972,1;5,6;138,0;9,9;2583,83;0,0;
13/01/2019;1500;30,0;30,7;28,5;38,0;43,0;37,0;13,9;15,0;13,7;971,3;972,2;971,3;4,8;133,0;9,7;2559,99;0,0;
13/01/2019;1600;31,4;31,9;30,0;33,0;38,0;33,0;13,3;14,5;13,0;970,5;971,3;970,5;4,8;135,0;9,1;2134,23;0,0;
13/01/2019;1700;32,5;33,4;31,4;31,0;33,0;29,0;13,0;13,7;12,6;969,4;970,5;969,4;3,6;116,0;10,3;2389,27;0,0;
13/01/2019;1800;33,7;34,3;31,8;28,0;32,0;28,0;12,7;13,6;12,3;968,6;969,4;968,6;4,6;125,0;8,8;2046,04;0,0;
13/01/2019;1900;33,5;34,2;32,3;29,0;31,0;27,0;13,2;13,5;12,4;968,3;968,6;968,3;4,2;143,0;8,7;1332,09;0,0;
13/01/2019;2000;32,7;33,6;32,5;29,0;30,0;29,0;12,6;13,1;12,5;968,2;968,4;968,2;3,4;140,0;8,7;690,26;0,0;
13/01/2019;2100;32,6;32,9;32,6;30,0;30,0;29,0;12,7;12,9;12,3;968,4;968,4;968,2;3,5;141,0;7,7;240,61;0,0;
13/01/2019;2200;31,2;32,6;31,2;34,0;34,0;30,0;13,6;13,6;12,7;968,8;968,8;968,3;3,8;161,0;8,3;5,65;0,0;
13/01/2019;2300;30,4;31,2;30,4;36,0;36,0;34,0;13,7;13,8;13,6;969,7;969,7;968,8;3,0;166,0;9,5;;0,0;
14/01/2019;0000;30,0;30,5;29,9;37,0;37,0;36,0;13,6;13,7;13,5;970,2;970,2;969,7;3,0;164,0;6,5;;0,0;
14/01/2019;0100;29,3;30,0;29,3;39,0;39,0;37,0;14,0;14,0;13,6;970,5;970,5;970,2;2,3;156,0;6,6;;0,0;
14/01/2019;0200;28,9;29,4;28,9;40,0;40,0;39,0;14,1;14,1;13,9;970,9;970,9;970,5;2,5;143,0;5,3;;0,0;
14/01/2019;0300;28,4;28,9;28,4;44,0;44,0;40,0;15,0;15,0;14,1;970,8;971,1;970,8;3,8;121,0;7,3;;0,0;
14/01/2019;0400;27,5;28,4;27,5;57,0;57,0;44,0;18,2;18,2;15,0;970,7;970,8;970,6;4,1;105,0;8,5;;0,0;
14/01/2019;0500;26,6;27,5;26,6;59,0;60,0;57,0;18,0;18,2;18,0;970,4;970,7;970,4;4,9;120,0;10,1;;0,0;
14/01/2019;0600;25,8;26,6;25,8;61,0;62,0;59,0;17,8;18,1;17,8;970,5;970,6;970,4;3,6;115,0;9,1;;0,0;
14/01/2019;0700;25,2;25,8;25,2;60,0;61,0;60,0;17,0;17,8;17,0;970,8;970,8;970,5;4,1;117,0;7,3;;0,0;
14/01/2019;0800;24,9;25,2;24,9;62,0;62,0;60,0;17,2;17,2;17,0;971,0;971,0;970,7;2,8;113,0;7,1;;0,0;
14/01/2019;0900;25,1;25,1;24,8;64,0;64,0;62,0;17,8;17,8;17,2;972,0;972,0;971,0;3,2;131,0;5,6;2,23;0,0;
14/01/2019;1000;25,1;25,4;25,1;61,0;64,0;60,0;16,9;18,0;16,8;972,7;972,7;972,0;2,9;147,0;5,6;128,91;0,0;
14/01/2019;1100;26,3;26,3;25,1;59,0;61,0;59,0;17,6;17,7;16,9;973,0;973,1;972,7;3,8;125,0;5,9;359,67;0,0;
14/01/2019;1200;27,4;27,5;26,1;58,0;59,0;57,0;18,3;18,5;17,5;973,3;973,3;973,0;3,4;107,0;6,7;792,87;0,0;
14/01/2019;1300;28,8;28,9;27,1;51,0;58,0;50,0;17,6;18,4;17,2;973,2;973,5;973,2;4,8;120,0;7,9;1498,55;0,0;
14/01/2019;1400;30,7;31,6;28,7;43,0;51,0;41,0;16,5;17,8;16,3;972,7;973,2;972,7;4,1;120,0;10,7;2260,24;0,0;
14/01/2019;1500;31,5;32,1;30,4;41,0;44,0;40,0;16,6;17,2;16,3;972,3;972,7;972,2;3,7;87,0;7,4;1975,88;0,0;
14/01/2019;1600;32,2;32,8;30,6;39,0;43,0;38,0;16,4;16,9;16,3;971,1;972,3;971,1;2,5;80,0;7,8;1723,72;0,0;
14/01/2019;1700;32,3;33,0;31,6;38,0;39,0;36,0;16,3;16,6;15,4;970,2;971,1;970,2;3,1;89,0;9,4;1867,85;0,0;
14/01/2019;1800;32,1;33,1;31,8;38,0;38,0;36,0;16,0;16,4;15,7;969,2;970,2;969,2;4,0;70,0;8,3;997,17;0,0;
14/01/2019;1900;25,8;33,1;24,6;70,0;72,0;36,0;19,9;20,1;15,5;969,3;969,8;968,9;4,6;146,0;11,8;818,19;2,6;
14/01/2019;2000;29,5;29,5;25,8;52,0;70,0;52,0;18,6;21,1;18,4;969,1;969,3;969,0;2,8;121,0;11,4;468,73;0,0;
14/01/2019;2100;29,4;29,6;29,4;52,0;53,0;50,0;18,5;18,8;18,1;969,3;969,3;969,0;2,4;120,0;5,8;142,55;0,0;
14/01/2019;2200;28,6;29,4;28,6;53,0;54,0;52,0;18,1;18,8;17,9;969,5;969,6;969,3;2,4;111,0;5,8;;0,0;
14/01/2019;2300;28,3;28,7;28,3;51,0;53,0;48,0;17,1;18,0;16,4;970,0;970,0;969,4;1,8;80,0;4,1;;0,0;
15/01/2019;0000;27,3;28,4;27,3;59,0;59,0;50,0;18,4;18,4;16,8;970,9;970,9;970,0;0,9;176,0;3,8;;0,0;
15/01/2019;0100;26,8;27,6;26,8;60,0;62,0;57,0;18,6;18,9;18,1;971,2;971,2;970,9;0,9;165,0;2,7;;0,0;
15/01/2019;0200;27,3;27,4;26,7;62,0;65,0;60,0;19,4;19,6;18,4;971,4;971,4;971,2;1,2;138,0;2,1;;0,0;
15/01/2019;0300;27,0;27,4;26,9;60,0;63,0;60,0;18,5;19,5;18,5;971,1;971,4;971,1;2,6;102,0;5,2;;0,0;
15/01/2019;0400;26,1;27,0;26,1;59,0;60,0;57,0;17,5;18,4;17,1;971,0;971,1;970,9;2,5;110,0;5,8;;0,0;
15/01/2019;0500;25,6;26,1;25,6;61,0;61,0;59,0;17,6;17,8;17,5;970,7;971,0;970,7;3,7;114,0;7,7;;0,0;
15/01/2019;0600;24,8;25,6;24,8;66,0;66,0;61,0;17,9;17,9;17,5;971,2;971,2;970,7;3,5;119,0;7,0;;0,0;
15/01/2019;0700;24,1;24,8;24,1;67,0;67,0;66,0;17,5;17,9;17,5;971,6;971,6;971,2;3,6;110,0;8,1;;0,0;
15/01/2019;0800;23,7;24,2;23,7;68,0;68,0;65,0;17,4;17,5;17,2;972,5;972,5;971,6;3,0;108,0;7,7;;0,0;
15/01/2019;0900;23,4;23,7;23,4;68,0;69,0;68,0;17,2;17,5;17,2;973,3;973,3;972,5;3,5;117,0;7,2;17,67;0,0;
15/01/2019;1000;24,1;24,2;23,4;65,0;68,0;65,0;17,0;17,5;17,0;973,9;973,9;973,3;3,4;121,0;7,8;350,45;0,0;
15/01/2019;1100;26,0;26,1;24,0;58,0;65,0;58,0;17,2;17,3;16,7;974,0;974,1;973,9;3,9;126,0;7,6;990,80;0,0;
15/01/2019;1200;27,8;28,1;26,0;50,0;58,0;50,0;16,6;17,3;16,1;974,0;974,1;973,9;4,3;136,0;8,0;1742,05;0,0;
15/01/2019;1300;29,4;29,5;27,1;44,0;52,0;44,0;16,1;16,7;15,6;973,6;974,1;973,6;4,8;120,0;8,3;1810,40;0,0;
15/01/2019;1400;31,1;31,2;28,7;37,0;45,0;37,0;14,9;16,2;14,8;972,9;973,6;972,8;4,5;118,0;8,5;2682,34;0,0;
15/01/2019;1500;31,3;32,8;30,3;32,0;39,0;32,0;12,8;15,1;12,8;972,1;972,9;972,1;4,1;143,0;10,3;2851,25;0,0;
15/01/2019;1600;32,9;33,4;31,3;31,0;33,0;30,0;13,4;14,1;12,9;971,0;972,1;971,0;4,6;131,0;10,1;2819,18;0,0;
15/01/2019;1700;33,6;34,2;32,2;30,0;32,0;29,0;13,6;14,0;13,1;970,0;971,0;970,0;4,6;125,0;9,0;2062,60;0,0;
